Image,Predicted_Label,Confidence(%)
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_30.tif,Canon220,91.41195678710938
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_31.tif,Canon220,88.76945495605469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_32.tif,Canon220,97.00019073486328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_33.tif,Canon220,87.98615264892578
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_34.tif,Canon220,93.45169067382812
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_35.tif,Canon220,98.44110870361328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_36.tif,HP,99.99995422363281
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_37.tif,EpsonV370-2,95.82180786132812
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_38.tif,HP,46.090049743652344
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_39.tif,HP,70.17362976074219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_4.tif,Canon220,69.1295394897461
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_40.tif,EpsonV370-2,93.20553588867188
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_41.tif,Canon220,78.38871765136719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_42.tif,HP,89.51875305175781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_43.tif,Canon220,55.32749938964844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_44.tif,Canon220,85.955810546875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_45.tif,Canon220,88.28065490722656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_46.tif,HP,99.9993667602539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_47.tif,Canon220,74.685302734375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_48.tif,Canon220,98.59944915771484
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_49.tif,Canon220,88.30255889892578
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_5.tif,HP,99.43932342529297
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_50.tif,Canon220,100.0
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_51.tif,Canon220,91.96858215332031
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_52.tif,Canon220,76.59506225585938
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_53.tif,Canon220,89.59580993652344
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_54.tif,Canon220,61.2838020324707
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_55.tif,Canon220,99.16522979736328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_56.tif,Canon220,77.48136901855469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_57.tif,Canon220,76.80913543701172
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_58.tif,Canon220,76.68311309814453
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_59.tif,Canon220,88.35047149658203
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_6.tif,Canon220,86.03681182861328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_60.tif,Canon220,89.44029998779297
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_61.tif,Canon220,96.29644775390625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_62.tif,Canon220,67.78380584716797
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_63.tif,Canon220,54.821388244628906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_64.tif,Canon220,94.80296325683594
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_65.tif,Canon220,100.0
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_66.tif,HP,99.99922180175781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_67.tif,Canon220,69.1515121459961
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_68.tif,Canon220,89.3715591430664
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_69.tif,Canon220,81.12952423095703
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_7.tif,Canon220,66.86942291259766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_70.tif,Canon220,90.90483093261719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_71.tif,Canon220,86.23187255859375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_72.tif,Canon220,77.7767105102539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_73.tif,Canon220,90.6692886352539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_74.tif,Canon220,75.82704162597656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_75.tif,Canon220,83.72877502441406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_76.tif,Canon220,85.98612213134766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_77.tif,Canon220,69.80168151855469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_78.tif,Canon220,48.43107986450195
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_79.tif,Canon220,78.33263397216797
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_8.tif,Canon220,79.29387664794922
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_80.tif,Canon220,69.05644226074219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_81.tif,Canon220,93.3900146484375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_82.tif,Canon120-1,87.19591522216797
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_83.tif,Canon220,99.59526062011719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_84.tif,Canon220,79.74942016601562
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_85.tif,Canon220,88.68854522705078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_86.tif,HP,99.40681457519531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_87.tif,Canon220,78.28691864013672
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_88.tif,Canon220,71.78083038330078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_89.tif,Canon220,48.589107513427734
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_9.tif,Canon220,87.12478637695312
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_90.tif,Canon220,85.39936065673828
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_91.tif,Canon220,85.0675048828125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_92.tif,HP,100.0
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_93.tif,Canon220,77.18656921386719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_94.tif,Canon220,86.05375671386719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_95.tif,Canon220,99.78640747070312
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_96.tif,Canon220,100.0
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_97.tif,Canon220,88.5749282836914
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_98.tif,Canon220,73.91813659667969
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon220\300\s3_99.tif,Canon220,49.71832275390625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_1.tif,Canon9000-2,87.60021209716797
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_10.tif,Canon9000-1,97.27485656738281
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_100.tif,Canon9000-1,98.79325866699219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_101.tif,Canon9000-1,94.46943664550781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_102.tif,Canon9000-1,87.27537536621094
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_103.tif,Canon9000-1,91.07910919189453
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_104.tif,Canon9000-1,51.293373107910156
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_105.tif,Canon9000-1,87.67326354980469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_106.tif,Canon9000-1,97.71501922607422
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_107.tif,Canon9000-1,92.20382690429688
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_108.tif,Canon9000-2,83.30889892578125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_11.tif,Canon9000-1,92.6286849975586
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_12.tif,Canon9000-1,98.1220703125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_13.tif,Canon9000-2,81.33547973632812
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_14.tif,Canon9000-2,65.44149017333984
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_15.tif,Canon9000-1,98.15780639648438
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_16.tif,Canon9000-1,75.35612487792969
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_17.tif,Canon9000-1,69.84840393066406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_18.tif,Canon9000-1,96.69278717041016
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_19.tif,Canon9000-1,85.93016815185547
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_2.tif,Canon9000-1,96.54163360595703
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_20.tif,Canon9000-1,97.62822723388672
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_21.tif,EpsonV370-2,31.067913055419922
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_22.tif,Canon9000-1,95.56088256835938
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_23.tif,Canon9000-2,57.43073272705078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_24.tif,Canon9000-1,96.32696533203125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_25.tif,Canon9000-1,59.854888916015625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_26.tif,Canon9000-1,97.3434829711914
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_27.tif,Canon9000-1,95.46192932128906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_28.tif,Canon9000-2,86.43726348876953
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_29.tif,EpsonV370-2,100.0
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_3.tif,Canon9000-1,86.8019027709961
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_30.tif,Canon9000-2,56.655174255371094
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_31.tif,Canon9000-2,83.21804809570312
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_32.tif,Canon9000-1,96.20851135253906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_33.tif,Canon9000-1,86.81434631347656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_34.tif,Canon9000-1,97.4598617553711
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_35.tif,Canon9000-1,96.57170104980469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_36.tif,HP,91.7480697631836
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_37.tif,Canon9000-1,93.36780548095703
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_38.tif,Canon9000-1,98.5118408203125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_39.tif,Canon9000-1,84.64462280273438
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_4.tif,Canon9000-2,57.41331481933594
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_40.tif,Canon9000-1,93.96528625488281
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_41.tif,Canon9000-1,84.56993103027344
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_42.tif,Canon9000-1,93.958251953125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_43.tif,Canon9000-2,53.793949127197266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_44.tif,Canon9000-1,90.59481811523438
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_45.tif,Canon9000-2,65.18384552001953
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_46.tif,Canon9000-1,95.27924346923828
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_47.tif,Canon9000-1,98.25163269042969
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_48.tif,Canon9000-1,93.70414733886719
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_49.tif,EpsonV370-2,95.89303588867188
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_5.tif,Canon9000-1,98.21292114257812
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_50.tif,Canon9000-1,82.6705551147461
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_51.tif,Canon9000-1,99.19279479980469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_52.tif,Canon9000-1,93.1996078491211
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_53.tif,Canon9000-1,94.45365142822266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_54.tif,Canon9000-1,96.79914093017578
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_55.tif,Canon9000-1,96.94282531738281
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_56.tif,Canon9000-1,95.542236328125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_57.tif,Canon9000-1,94.18446350097656
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_58.tif,Canon9000-1,67.4918212890625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_59.tif,Canon9000-1,97.556396484375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_6.tif,Canon9000-1,74.3536376953125
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_60.tif,Canon9000-2,79.98375701904297
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_61.tif,Canon9000-2,67.54610443115234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_62.tif,Canon9000-1,84.61466979980469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_63.tif,EpsonV370-2,92.47909545898438
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_64.tif,Canon9000-1,95.24296569824219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_65.tif,Canon9000-1,89.40912628173828
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_66.tif,EpsonV370-2,86.55461883544922
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_67.tif,Canon9000-1,94.43572235107422
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_68.tif,Canon9000-1,74.09440612792969
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_69.tif,Canon9000-1,93.57310485839844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_7.tif,Canon9000-1,93.13134002685547
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_70.tif,Canon9000-1,97.30152893066406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_71.tif,Canon9000-1,96.7789306640625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_72.tif,Canon9000-1,89.2848129272461
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_73.tif,Canon9000-1,76.11577606201172
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_74.tif,Canon9000-1,87.77152252197266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_75.tif,Canon9000-1,98.06062316894531
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_76.tif,Canon9000-2,87.742431640625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_77.tif,Canon9000-1,94.7249526977539
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_78.tif,Canon9000-1,95.44095611572266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_79.tif,Canon9000-1,97.39447784423828
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_8.tif,Canon9000-1,98.30226135253906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_80.tif,Canon9000-1,94.76164245605469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_81.tif,Canon9000-1,96.27021789550781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_82.tif,Canon9000-1,87.88177490234375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_83.tif,Canon9000-2,94.5271987915039
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_84.tif,Canon9000-1,98.11446380615234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_85.tif,Canon9000-1,87.77957916259766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_86.tif,Canon9000-1,90.93603515625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_87.tif,Canon9000-1,96.4838638305664
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_88.tif,Canon9000-1,95.49445343017578
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_89.tif,Canon9000-2,68.58489990234375
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_9.tif,Canon9000-1,92.26567840576172
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_90.tif,Canon9000-1,96.53956604003906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_91.tif,Canon9000-1,74.25750732421875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_92.tif,Canon9000-1,68.53620147705078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_93.tif,Canon9000-1,98.25689697265625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_94.tif,Canon9000-1,96.78723907470703
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_95.tif,Canon9000-2,83.73065948486328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_96.tif,Canon9000-1,93.98707580566406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_97.tif,Canon9000-1,90.4772720336914
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_98.tif,Canon9000-1,74.97516632080078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\150\s4_99.tif,Canon9000-1,61.084407806396484
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_1.tif,Canon9000-2,94.12552642822266
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_10.tif,Canon9000-1,93.67041778564453
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_100.tif,Canon9000-1,96.15926361083984
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_101.tif,Canon9000-1,82.41438293457031
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_102.tif,Canon9000-1,70.04080200195312
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_103.tif,Canon9000-1,91.87003326416016
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_104.tif,Canon9000-2,68.17862701416016
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_105.tif,Canon9000-1,88.92700958251953
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_106.tif,Canon9000-1,99.36935424804688
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_107.tif,Canon9000-1,88.10429382324219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_108.tif,Canon9000-2,86.24871826171875
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_11.tif,Canon9000-1,93.12897491455078
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_12.tif,Canon9000-1,96.27415466308594
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_13.tif,Canon9000-2,86.41050720214844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_14.tif,Canon9000-2,80.53585052490234
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_15.tif,Canon9000-1,96.80437469482422
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_16.tif,Canon9000-1,79.65446472167969
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_17.tif,Canon9000-1,84.69825744628906
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_18.tif,Canon9000-1,89.76779174804688
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_19.tif,Canon9000-1,78.08648681640625
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_2.tif,Canon9000-1,93.80970001220703
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_20.tif,Canon9000-1,95.73381042480469
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_21.tif,Canon9000-1,74.29176330566406
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_22.tif,Canon9000-1,81.53739166259766
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_23.tif,Canon9000-1,61.20078659057617
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_24.tif,Canon9000-1,94.43086242675781
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_25.tif,Canon9000-2,52.9541130065918
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_26.tif,Canon9000-1,94.2165756225586
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_27.tif,Canon9000-1,95.98423767089844
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_28.tif,Canon9000-2,88.35374450683594
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_29.tif,EpsonV370-2,99.99970245361328
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_3.tif,Canon9000-1,61.5290641784668
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_30.tif,Canon9000-2,61.86262512207031
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_31.tif,Canon9000-2,83.52763366699219
C:\Users\ariji\Desktop\ai_trace\process_data\Wikipedia\Canon9000-1\300\s4_32.tif,Canon9000-1,95.32030487060547
